geoname;latitud;longitud
3832566;-2.621.241;-6.431.326
3832567;-2.571.667;-63.7
3832568;-2.453.333;-6.338.333
3832569;-2.568.333;-6.366.667
3832570;-2.366.667;-6.446.667
3832571;-2.436.667;-6.218.333
3832572;-2.429.208;-6.233.873
3832573;-2.260.236;-6.290.064
3832574;-23.8;-6.331.667
3832575;-2.837.887;-6.302.291
3832576;-4.094.398;-7.158.893
3832577;-2.516.579;-6.543.571
3832578;-2.521.151;-6.559.519
3832579;-2.558.333;-6.576.667
3832580;-3.399.246;-6.022.461
3832581;-3.747.808;-7.074.107
3832582;-3.391.578;-6.903.677
3832583;-3.118.333;-6.183.333
3832584;-2.778.437;-6.415.203
3832585;-31.3;-6.853.333
3832586;-3.128.333;-6.853.333
3832587;-4.354.254;-6.613.734
3832588;-4.159.052;-7.148.596
3832589;-4.143.333;-7.121.667
3832590;-3.268.537;-6.067.899
3832591;-4.353.333;-66.05
3832592;-3.353.328;-6.920.043
3832593;-2.253.333;-6.226.667
3832594;-3.210.572;-647.548
3832595;-3.136.416;-6.510.532
3832596;-27.261;-668.599
3832597;-275.768;-6.625.044
3832598;-2.709.428;-6.682.504
3832599;-3.126.667;-62.7
3832600;-325.855;-6.898.415
3832601;-3.124.817;-6.306.285
3832602;-3.434.093;-649.203
3832603;-3.164.757;-6.037.516
3832604;-29.35;-6.841.667
3832605;-2.941.347;-6.278.822
3832606;-2.931.595;-6.822.658
3832607;-3.039.552;-6.412.241
3832608;-3.021.329;-6.187.597
3832609;-4.065.925;-7.139.427
3832610;-25.85;-6.388.333
3832611;-3.173.599;-6.445.548
3832612;-3.876.667;-62.25
3832613;-3.563.112;-6.289.329
3832614;-3.356.699;-6.917.324
3832615;-3.528.412;-6.336.927
3832616;-3.252.993;-6.437.764
3832617;-3.412.145;-6.472.527
3832618;-2.495.509;-654.022
3832619;-3.054.102;-6.074.748
3832620;-3.598.826;-6.093.633
3832621;-3.115.996;-6.341.903
3832622;-3.174.434;-6.831.411
3832623;-3.095.449;-6.621.971
3832624;-3.144.344;-6.443.931
3832625;-3.409.126;-6.041.359
3832626;-3.133.744;-6.162.104
3832627;-314.868;-6.832.543
3832628;-3.163.315;-6.289.685
3832629;-3.073.333;-63.4
3832630;-3.446.034;-6.264.673
3832631;-321.879;-6.448.027
3832632;-3.429.895;-632.688
3832633;-3.043.134;-6.347.291
3832634;-3.317.857;-6.078.739
3832635;-3.096.667;-6.226.667
3832636;-2.792.173;-6.410.849
3832637;-2.759.546;-6.491.602
3832638;-3.872.359;-6.245.783
3832639;-4.080.883;-6.490.762
3832640;-39;-62.75
3832641;-4.044.312;-715.833
3832642;-4.099.348;-6.281.675
3832643;-3.372.091;-6.538.007
3832644;-3.144.385;-6.415.908
3832645;-2.689.125;-6.501.373
3832646;-3.341.667;-61.5
3832647;-39.1;-6.706.667
3832648;-3.320.105;-6.386.234
3832649;-2.725.259;-6.554.859
3832650;-2.772.013;-6.501.179
3832651;-3.871.667;-6.231.667
3832652;-3.166.966;-6.948.193
3832653;-314.933;-6.853.838
3832654;-3.287.521;-6.073.346
3832655;-2.678.479;-6.341.526
3832656;-2.650.816;-6.499.544
3832657;-3.868.299;-6.238.369
3832658;-2.950.003;-6.369.377
3832659;-3.118.333;-6.431.667
3832660;-3.873.333;-6.933.333
3832661;-3.289.722;-6.878.038
3832662;-3.243.293;-6.324.763
3832663;-3.104.834;-6.948.855
3832664;-2.830.182;-6.402.925
3832665;-2.663.333;-6.483.333
3832666;-26.55;-6.366.667
3832667;-2.684.977;-6.538.578
3832668;-2.843.471;-6.651.335
3832669;-3.331.129;-6.105.515
3832670;-3.391.667;-6.093.333
3832671;-24.1;-64.45
3832672;-2.413.198;-6.440.161
3832673;-3.689.811;-6.013.853
3832674;-3.471.999;-6.463.478
3832675;-3.607.569;-6.388.592
3832676;-2.862.133;-6.162.775
3832677;-3.366.164;-6.545.825
3832678;-3.366.667;-6.546.667
3832679;-301.081;-6.870.419
3832680;-2.646.402;-6.416.947
3832681;-3.198.267;-6.842.394
3832682;-2.866.563;-665.353
3832683;-3.562.787;-6.201.243
3832684;-2.581.667;-6.381.667
3832685;-2.726.667;-62.95
3832686;-28.35;-6.478.333
3832687;-2.814.095;-6.330.636
3832688;-413.499;-7.151.945
3832689;-3.292.517;-688.542
3832690;-354.806;-6.230.385
3832691;-2.199.728;-6.627.962
3832692;-3.236.667;-63.3
3832693;-3.488.579;-603.412
3832694;-3.240.751;-6.324.016
3832695;-3.746.095;-6.324.268
3832696;-3.279.962;-6.072.875
3832697;-3.885.235;-6.208.482
3832698;-36.6;-6.136.667
3832699;-2.681.667;-65.25
3832700;-3.182.197;-6.451.771
3832701;-3.999.741;-6.233.383
3832702;-3.991.614;-6.261.782
3832703;-3.991.667;-6.261.667
3832704;-3.109.238;-6.921.047
3832705;-3.195.021;-6.505.354
3832706;-3.698.716;-6.031.309
3832707;-4.803.333;-6.963.333
3832708;-3.261.849;-6.498.001
3832709;-3.345.596;-676.319
3832710;-2.871.667;-62.55
3832711;-4.076.173;-7.164.631
3832712;-3.156.667;-6.853.333
3832713;-2.757.268;-6.447.686
3832714;-3.016.389;-6.633.422
3832715;-3.817.215;-6.323.454
3832716;-3.162.427;-6.831.436
3832717;-3.145.594;-6.451.322
3832718;-3.148.333;-6.456.667
3832719;-3.483.826;-6.458.686
3832720;-2.775.785;-6.395.683
3832721;-3.290.983;-6.885.621
3832722;-2.747.747;-6.564.004
3832723;-3.871.713;-6.219.255
3832724;-3.067.848;-6.416.048
3832725;-2.788.305;-6.485.508
3832726;-3.642.175;-6.362.071
3832727;-313.385;-6.417.844
3832728;-35.2;-7.046.667
3832729;-3.103.333;-6.448.333
3832730;-3.343.333;-6.013.333
3832731;-3.266.535;-6.645.052
3832732;-3.070.458;-6.406.927
3832733;-291.431;-6.265.248
3832734;-3.197.828;-6.455.627
3832735;-3.880.771;-6.209.637
3832736;-3.134.643;-6.454.326
3832737;-33.35;-6.148.333
3832738;-3.277.117;-6.231.025
3832739;-3.549.812;-6.086.496
3832740;-3.698.228;-6.027.941
3832741;-3.089.376;-6.311.534
3832742;-23.55;-6.536.667
3832743;-2.771.877;-6.350.677
3832744;-2.708.333;-65.25
3832745;-3.370.914;-6.131.196
3832746;-3.136.667;-64.1
3832747;-3.874.272;-6.216.844
3832748;-3.337.093;-6.412.664
3832749;-2.856.667;-64.55
3832750;-329.627;-6.154.881
3832751;-3.283.427;-622.943
3832752;-3.868.102;-6.246.049
3832753;-392.619;-6.877.948
3832754;-3.295.495;-688.184
3832755;-3.155.954;-6.829.929
3832756;-3.194.585;-6.518.958
3832757;-2.845.018;-6.571.548
3832758;-3.302.028;-6.061.792
3832759;-3.085.523;-6.499.947
3832760;-3.253.368;-6.564.652
3832761;-2.990.195;-6.372.289
3832762;-3.144.816;-6.319.485
3832763;-3.081.667;-6.371.667
3832764;-3.144.155;-6.839.745
3832765;-315.566;-6.353.452
3832766;-3.884.913;-6.209.785
3832767;-3.885.244;-6.211.655
3832768;-3.141.648;-6.450.666
3832769;-3.217.667;-6.445.543
3832770;-3.294.069;-6.503.912
3832771;-3.301.546;-6.629.133
3832772;-3.334.856;-614.444
3832773;-3.170.578;-6.501.796
3832774;-2.847.732;-6.579.699
3832775;-2.586.667;-6.458.333
3832776;-3.124.796;-6.942.808
3832777;-3.144.417;-6.399.654
3832778;-3.322.778;-603.297
3832779;-3.132.259;-6.281.354
3832780;-333.122;-6.217.894
3832781;-311.462;-6.435.493
3832782;-3.697.395;-6.030.757
3832783;-3.332.524;-6.203.831
3832784;-3.107.498;-6.431.577
3832785;-2.901.447;-6.822.339
3832786;-3.739.445;-6.280.352
3832787;-3.111.273;-6.655.201
3832788;-3.879.811;-6.018.955
3832789;-3.646.667;-61.8
3832790;-2.676.616;-6.527.464
3832791;-3.142.414;-6.449.778
3832792;-2.981.187;-6.335.458
3832793;-3.400.565;-6.160.757
3832794;-3.126.875;-6.446.489
3832795;-2.928.636;-6.702.067
3832796;-2.733.333;-6.293.333
3832797;-2.729.174;-6.041.263
3832798;-3.164.058;-6.495.591
3832799;-3.135.722;-6.425.291
3832800;-2.752.655;-6.561.472
3832801;-3.332.977;-6.912.602
3832802;-2.458.333;-64.3
3832803;-3.483.011;-6.792.287
3832804;-38.85;-62.1
3832805;-2.849.609;-6.381.609
3832806;-3.216.351;-6.389.157
3832807;-3.268.122;-6.210.978
3832808;-3.888.333;-6.196.667
3832809;-3.173.105;-644.063
3832810;-3.293.883;-6.059.101
3832811;-2.757.383;-6.071.526
3832812;-289.449;-6.010.525
3832813;-3.300.968;-6.077.285
3832814;-3.317.669;-6.066.617
3832815;-3.129.458;-6.429.538
3832816;-3.047.011;-6.430.674
3832817;-33.1;-64.35
3832818;-3.068.333;-6.433.333
3832819;-275.865;-6.561.275
3832820;-2.931.828;-6.479.835
3832821;-2.416.105;-653.409
3832822;-31.65;-6.858.333
3832823;-2.849.684;-654.339
3832824;-2.994.231;-6.745.995
3832825;-2.994.378;-6.735.757
3832826;-29.95;-6.736.667
3832827;-2.796.238;-6.260.965
3832828;-3.926.376;-7.091.556
3832829;-3.120.919;-6.507.948
3832830;-41.55;-70
3832831;-3.238.333;-66.65
3832832;-2.260.085;-6.692.786
3832833;-3.118.949;-618.327
3832834;-29.9;-6.148.333
3832835;-4.858.624;-6.687.019
3832836;-3.869.412;-6.194.293
3832837;-39.3;-64.8
3832838;-30.7;-7.016.667
3832839;-3.392.785;-6.941.488
3832840;-340.604;-6.952.095
3832841;-3.071.667;-7.026.667
3832842;-4.933.333;-7.238.333
3832843;-37;-70.5
3832844;-3.946.717;-7.033.697
3832845;-4.376.667;-6.778.333
3832846;-3.019.852;-6.904.555
3832847;-3.251.176;-6.706.405
3832848;-2.973.333;-6.283.333
3832849;-518.351;-6.952.107
3832850;-4.669.552;-7.131.594
3832851;-4.517.624;-6.658.602
3832852;-3.091.505;-6.465.878
3832853;-3.069.635;-6.447.032
3832854;-2.923.333;-6.788.333
3832855;-2.868.333;-6.496.667
3832856;-2.753.333;-64.3
3832857;-26.2;-6.571.667
3832858;-25.9;-6.393.333
3832859;-2.528.333;-6.541.667
3832860;-244.901;-6.495.711
3832861;-2.396.667;-6.456.667
3832862;-23.4;-6.438.333
3832863;-23.3;-6.468.333
3832864;-2.286.667;-6.471.667
3832865;-40.15;-6.273.333
3832866;-3.156.667;-6.978.333
3832867;-4.107.979;-7.111.333
3832868;-23.85;-6.268.333
3832869;-3.865.554;-7.048.749
3832870;-3.843.886;-7.062.929
3832871;-28.8;-6.333.333
3832872;-4.209.387;-7.117.263
3832873;-3.242.241;-6.271.191
3832874;-38.65;-6.303.333
3832875;-54.5;-6.778.333
3832876;-3.923.333;-6.406.667
3832877;-34.35;-64.75
3832878;-3.078.333;-6.338.333
3832879;-2.498.333;-6.118.333
3832880;-4.202.336;-6.953.471
3832881;-38.15;-6.418.333
3832882;-3.480.301;-6.372.821
3832883;-3.332.101;-6.230.421
3832884;-3.188.333;-6.098.333
3832885;-3.085.139;-642.747
3832886;-2.906.667;-65.5
3832887;-28.8;-68.8
3832888;-2.843.333;-6.613.333
3832889;-2.711.667;-65.15
3832890;-2.495.692;-6.460.596
3832891;-3.243.333;-6.583.333
3832892;-3.038.333;-6.868.333
3832893;-4.916.667;-72.4
3832894;-4.968.333;-72.6
3832895;-49.55;-7.243.333
3832896;-4.941.667;-73.25
3832897;-477.703;-6.602.505
3832898;-4.956.171;-7.267.058
3832899;-4.081.345;-6.299.668
3832900;-3.877.681;-6.242.982
3832901;-3.250.143;-6.706.854
3832902;-3.233.155;-6.460.275
3832903;-3.094.459;-6.065.453
3832904;-3.586.236;-6.288.143
3832905;-2.623.468;-6.699.687
3832906;-2.591.254;-6.685.333
3832907;-2.313.333;-65.6
3832908;-2.313.542;-6.607.291
3832909;-2.318.116;-6.610.558
3832910;-2.303.333;-6.561.667
3832911;-2.271.667;-65.4
3832912;-23.25;-65.8
3832913;-2.311.667;-6.553.333
3832914;-2.701.667;-6.686.667
3832915;-2.683.333;-6.698.333
3832916;-3.388.333;-6.438.333
3832917;-3.391.965;-6.439.215
3832918;-33.9;-6.438.333
3832919;-2.223.333;-66.75
3832920;-2.627.292;-6.612.056
3832921;-2.218.333;-6.626.667
3832922;-36.6;-6.266.667
3832923;-3.621.505;-6.543.586
3832924;-2.361.019;-6.320.419
3832925;-2.371.667;-62.95
3832926;-3.136.667;-60.4
3832927;-4.510.124;-6.868.477
3832928;-3.264.664;-6.016.031
3832929;-4.509.228;-6.857.894
3832930;-4.094.167;-7.154.143
3832931;-46.165;-7.051.555
3832932;-3.266.667;-6.033.333
3832933;-2.983.333;-6.218.333
3832934;-3.261.841;-6.015.478
3832935;-3.258.438;-6.018.465
3832936;-2.716.667;-64.9
3832937;-2.554.696;-652.457
3832938;-2.556.667;-6.533.333
3832939;-2.949.046;-6.749.021
3832940;-2.949.969;-6.749.977
3832941;-39.95;-6.541.667
3832942;-4.109.155;-718.491
3832943;-3.143.333;-62.05
3832944;-3.536.667;-66.25
3832945;-3.282.082;-6.085.295
3832946;-40.8;-6.386.667
3832947;-3.289.389;-6.861.045
3832948;-3.156.667;-62.6
3832949;-3.938.014;-7.136.442
3832950;-25;-6.468.333
3832951;-3.771.667;-6.281.667
3832952;-2.691.667;-61.6
3832953;-4.018.333;-6.181.667
3832954;-4.519.017;-6.640.185
3832955;-5.403.333;-67.35
3832956;-5.403.333;-6.736.667
3832957;-3.374.647;-6.309.764
3832958;-3.316.667;-6.391.667
3832959;-3.186.782;-6.000.722
3832960;-2.261.667;-6.381.667
3832961;-3.542.625;-6.390.879
3832962;-3.298.013;-6.945.541
3832963;-22.1;-63.65
3832964;-4.521.802;-6.674.159
3832965;-29.15;-63
3832966;-2.889.596;-6.335.751
3832967;-4.518.002;-665.013
3832968;-50.65;-7.231.667
3832969;-5.061.906;-7.226.236
3832971;-4.639.477;-6.986.614
3832972;-47.55;-70.95
3832973;-45.5;-6.733.333
3832974;-30.65;-6.581.667
3832975;-4.637.923;-7.131.513
3832976;-41.45;-7.041.667
3832977;-4.088.142;-7.153.225
3832978;-2.293.333;-64.15
3832979;-393.561;-6.206.816
3832980;-3.101.667;-70.3
3832981;-33.9;-6.593.333
3832982;-2.375.465;-6.392.247
3832983;-45.1;-71.3
3832984;-3.760.205;-6.578.345
3832985;-3.253.439;-6.495.004
3832986;-4.061.625;-7.131.848
3832987;-4.699.937;-6.705.037
3832988;-4.522.562;-7.075.315
3832989;-4.398.863;-7.007.097
3832990;-4.708.333;-7.008.333
3832991;-4.403.333;-70.05
3832992;-4.257.144;-6.804.951
3832993;-3.997.393;-6.847.424
3832994;-2.998.704;-612.614
3832995;-2.841.351;-6.898.047
3832996;-2.756.922;-6.865.179
3832997;-2.533.799;-6.791.154
3832998;-2.286.667;-67.05
3832999;-4.271.868;-7.173.437
3833000;-41.55;-7.183.333
3833001;-3.246.905;-6.572.027
3833002;-251.094;-649.026
3833003;-2.429.961;-6.660.531
3833004;-23.85;-6.513.333
3833005;-22.45;-66.4
3833006;-5.019.948;-7.122.105
3833007;-3.183.333;-6.813.333
3833008;-3.836.667;-65.95
3833009;-3.925.538;-621.759
3833010;-4.192.616;-6.506.512
3833011;-4.506.778;-7.068.461
3833012;-4.150.319;-7.056.613
3833013;-283.712;-6.387.601
3833014;-3.014.349;-6.033.899
3833015;-3.899.556;-7.104.323
3833016;-4.075.268;-7.118.199
3833017;-3.895.049;-7.133.601
3833018;-40.564;-7.147.875
3833019;-4.072.279;-7.142.102
3833020;-3.911.667;-7.103.333
3833021;-3.881.051;-7.103.115
3833022;-3.405.651;-6.941.083
3833023;-3.085.518;-6.047.348
3833024;-4.741.667;-70.15
3833025;-29;-60.5
3833026;-4.420.155;-6.528.865
3833027;-294.593;-6.021.261
3833028;-43.2;-7.173.333
3833029;-2.844.071;-6.386.806
3833030;-43.25;-70.4
3833031;-4.927.745;-6.960.292
3833032;-3.632.039;-6.683.576
3833033;-43.4;-71.9
3833034;-41.65;-71.7
3833035;-3.827.098;-7.094.436
3833036;-4.531.728;-6.786.536
3833037;-3.987.703;-7.129.168
3833038;-31.7;-65.8
3833039;-4.703.275;-687.707
3833040;-4.126.611;-7.139.996
3833041;-381.186;-6.196.802
3833042;-3.575.438;-6.971.021
3833043;-4.163.333;-66.1
3833044;-3.138.333;-64.9
3833045;-5.481.243;-6.395.152
3833046;-4.037.731;-7.122.288
3833047;-3.804.916;-6.214.506
3833048;-4.706.049;-7.075.542
3833049;-4.120.867;-7.137.374
3833050;-3.971.926;-7.078.024
3833051;-394.803;-7.119.935
3833052;-3.804.874;-6.201.962
3833053;-3.567.804;-6.971.448
3833054;-3.547.333;-6.885.398
3833055;-3.461.407;-6.963.021
3833056;-4.703.052;-6.876.497
3833057;-4.203.206;-7.004.358
3833058;-4.801.667;-66
3833059;-4.156.431;-6.592.693
3833060;-3.804.905;-622.486
3833061;-380.714;-6.199.361
3833062;-3.374.556;-6.196.885
3833063;-2.781.615;-613.832
3833064;-2.695.519;-6.593.298
3833065;-2.890.157;-672.061
3833066;-28.1;-6.601.667
3833067;-2.808.333;-6.578.333
3833068;-410.507;-7.137.504
3833069;-2.544.241;-6.516.407
3833070;-3.702.252;-6.265.569
3833071;-2.825.749;-6.009.618
3833072;-3.707.599;-626.139
3833073;-2.553.656;-6.514.835
3833074;-3.128.311;-6.520.171
3833075;-30.25;-6.666.667
3833076;-2.636.386;-6.046.454
3833077;-3.086.766;-6.914.773
3833078;-5.491.667;-6.531.667
3833079;-4.379.507;-698.592
3833080;-3.944.937;-6.944.374
3833081;-2.919.779;-6.689.364
3833082;-2.916.773;-6.721.791
3833083;-28.5;-6.701.667
3833084;-2.804.142;-6.894.038
3833085;-28.4;-68.9
3833086;-291.695;-6.872.669
3833087;-2.851.667;-6.898.333
3833088;-2.791.667;-68.95
3833089;-2.948.333;-6.993.333
3833090;-2.821.667;-6.883.333
3833091;-2.908.333;-6.873.333
3833092;-2.377.813;-6.466.323
3833093;-3.763.549;-618.938
3833094;-515.839;-7.221.382
3833095;-5.136.136;-6.958.401
3833096;-2.582.731;-6.027.701
3833097;-3.808.333;-6.153.333
3833098;-3.454.716;-631.736
3833099;-3.212.319;-6.286.861
3833100;-35.5;-60.25
3833101;-5.034.739;-7.225.039
3833102;-4.730.817;-6.731.742
3833103;-4.695.606;-6.797.759
3833104;-4.496.444;-6.974.611
3833105;-3.737.364;-6.019.163
3833106;-41.25;-69
3833107;-3.183.333;-6.783.333
3833108;-3.811.667;-6.761.667
3833109;-3.225.126;-6.282.287
3833110;-3.149.103;-608.747
3833111;-377.741;-6.771.638
3833112;-354.323;-6.017.271
3833113;-3.458.468;-6.854.491
3833114;-34.5;-6.583.333
3833115;-4.766.472;-6.671.907
3833116;-3.010.845;-6.114.723
3833117;-2.541.667;-6.553.333
3833118;-2.579.419;-6.025.978
3833119;-2.363.333;-6.663.333
3833120;-3.542.716;-6.986.812
3833121;-3.043.854;-6.944.305
3833122;-3.216.667;-6.966.667
3833123;-3.204.604;-6.915.213
3833124;-2.426.562;-6.661.757
3833125;-2.363.333;-6.678.333
3833126;-4.842.385;-6.895.131
3833127;-359.691;-6.997.514
3833128;-2.726.667;-6.848.333
3833129;-372.381;-7.022.934
3833130;-3.236.333;-6.992.029
3833131;-3.473.037;-6.965.033
3833132;-3.490.799;-6.966.918
3833133;-3.515.056;-7.004.113
3833134;-4.708.503;-7.003.523
3833135;-2.453.333;-6.791.667
3833136;-2.970.522;-6.704.499
3833137;-3.510.794;-7.024.039
3833138;-4.986.662;-6.921.933
3833139;-3.150.842;-6.754.489
3833140;-3.449.558;-6.154.138
3833141;-3.448.333;-6.148.333
3833142;-3.108.333;-65.1
3833143;-4.589.126;-6.868.516
3833144;-46.2;-7.123.333
3833145;-2.589.266;-6.658.156
3833146;-3.305.084;-6.037.562
3833147;-4.711.568;-6.872.945
3833148;-3.679.771;-699.656
3833149;-3.817.658;-6.016.893
3833150;-37.85;-69.65
3833151;-3.830.388;-619.066
3833152;-4.411.344;-6.537.935
3833153;-43.85;-69.5
3833154;-357.797;-6.267.556
3833155;-46.75;-7.071.667
3833156;-4.157.689;-6.536.386
3833157;-4.668.893;-691.518
3833158;-3.643.568;-7.061.258
3833159;-3.635.213;-7.063.768
3833160;-36.85;-70.7
3833161;-3.685.193;-7.067.632
3833162;-3.528.333;-6.766.667
3833163;-3.531.355;-6.732.698
3833164;-3.137.738;-7.029.411
3833165;-4.371.667;-7.121.667
3833166;-3.398.331;-6.652.658
3833167;-3.408.333;-6.661.667
3833168;-5.488.236;-6.729.495
3833169;-3.406.667;-6.653.333
3833170;-5.487.315;-6.728.559
3833171;-3.412.274;-6.646.308
3833172;-2.973.333;-68.35
3833173;-2.906.151;-6.315.252
3833174;-2.313.119;-651.332
3833175;-2.916.667;-6.906.667
3833176;-26.55;-67.15
3833177;-2.916.667;-68.8
3833178;-2.993.333;-6.938.333
3833179;-2.466.323;-6.544.457
3833180;-2.470.975;-654.091
3833181;-2.181.667;-6.608.333
3833182;-2.470.585;-6.539.791
3833183;-2.572.389;-6.528.698
3833184;-22.8;-6.601.667
3833185;-5.028.037;-7.046.709
3833186;-4.518.333;-6.818.333
3833187;-4.838.536;-6.831.383
3833188;-38.35;-6.888.333
3833189;-4.559.013;-6.761.859
3833190;-54.8;-6.406.667
3833191;-2.818.333;-64.75
3833192;-2.759.265;-6.666.018
3833193;-3.599.364;-6.052.734
3833194;-3.595.199;-6.047.615
3833195;-3.582.394;-602.973
3833196;-3.593.333;-6.051.667
3833197;-36.35;-6.103.333
3833198;-2.858.333;-65.75
3833199;-38.4;-6.258.333
3833200;-2.351.155;-6.458.667
3833201;-319.909;-6.058.801
3833202;-3.863.692;-7.002.472
3833203;-4.563.516;-6.839.262
3833204;-3.103.555;-7.010.499
3833205;-28;-68.15
3833206;-28.15;-68.05
3833207;-3.236.667;-7.023.333
3833208;-4.575.331;-6.850.655
3833209;-3.228.934;-7.021.561
3833210;-3.306.667;-66.05
3833211;-3.111.732;-6.448.084
3833212;-3.226.667;-70.1
3833213;-3.161.719;-6.663.476
3833214;-22.75;-6.396.667
3833215;-237.228;-6.494.171
3833217;-3.483.333;-6.851.667
3833218;-23.5;-65
3833219;-2.347.604;-6.494.822
3833220;-3.049.219;-6.776.803
3833221;-3.058.333;-67.5
3833222;-366.106;-6.477.338
3833223;-3.316.755;-6.622.898
3833224;-3.216.667;-6.976.667
3833225;-2.928.333;-6.951.667
3833226;-3.707.538;-6.542.269
3833227;-2.341.391;-6.493.416
3833228;-2.731.786;-6.595.008
3833229;-2.697.894;-6.673.845
3833230;-2.521.667;-6.626.667
3833231;-29.75;-6.863.333
3833232;-30.45;-70.15
3833233;-311.339;-6.908.833
3833234;-2.933.333;-6.808.333
3833235;-27.3;-6.608.333
3833236;-2.620.993;-6.831.744
3833237;-22.3;-6.463.333
3833238;-2.862.919;-6.707.726
3833239;-2.891.667;-6.823.333
3833240;-23.4;-65.2
3833241;-3.173.645;-6.798.338
3833242;-2.936.667;-6.703.333
3833243;-2.698.333;-6.786.667
3833244;-2.590.633;-6.627.587
3833245;-2.548.333;-63.35
3833246;-371.905;-6.384.822
3833247;-2.743.333;-6.896.667
3833248;-2.741.667;-6.893.333
3833249;-36.6;-7.098.333
3833250;-306.112;-6.743.427
3833251;-287.452;-6.585.174
3833252;-2.428.814;-6.348.696
3833253;-2.971.882;-6.595.708
3833254;-3.516.127;-7.020.262
3833255;-4.488.144;-6.951.844
3833256;-2.848.081;-6.590.034
3833257;-3.220.953;-6.960.606
3833258;-38.5;-6.998.333
3833259;-45.8;-6.748.333
3833260;-4.993.333;-6.963.333
3833261;-25.25;-60.3
3833262;-2.461.667;-64.3
3833263;-2.913.333;-6.988.333
3833264;-2.893.333;-6.333.333
3833265;-3.531.667;-70.3
3833266;-274.139;-6.540.331
3833267;-35.65;-6.323.333
3833268;-5.491.667;-65.45
3833269;-3.128.333;-67.45
3833270;-32.1;-6.831.667
3833271;-4.497.281;-676.945
3833272;-5.172.387;-6.919.069
3833273;-42.5;-64
3833274;-3.641.667;-70.7
3833275;-4.505.418;-657.146
3833276;-4.244.474;-63.649
3833277;-4.231.151;-6.364.595
